customer_id,risk_tier
14513,Medium Risk
14514,Medium Risk
14515,Medium Risk
14516,Low Risk
14517,Medium Risk
14518,Medium Risk
14519,High Risk
14520,Low Risk
14521,Medium Risk
14522,Medium Risk
14523,Medium Risk
14524,Low Risk
14525,Low Risk
14526,Medium Risk
14527,Medium Risk
14528,Medium Risk
14529,Medium Risk
14530,Medium Risk
14531,Medium Risk
14532,Low Risk
14533,Low Risk
14534,Medium Risk
14535,Medium Risk
14536,Low Risk
14537,Medium Risk
14538,Low Risk
14539,Medium Risk
14540,Medium Risk
14541,Low Risk
14542,High Risk
14543,High Risk
14544,Medium Risk
14545,Medium Risk
14546,Medium Risk
14547,Medium Risk
14548,Low Risk
14549,Low Risk
14550,Low Risk
14551,Low Risk
14552,Medium Risk
14553,Low Risk
14554,High Risk
14555,Low Risk
14556,Medium Risk
14557,Medium Risk
14558,High Risk
14559,Low Risk
14560,Low Risk
14561,Medium Risk
14562,Low Risk
14563,High Risk
14564,Medium Risk
14565,Medium Risk
14566,Low Risk
14567,High Risk
14568,Low Risk
14569,Medium Risk
14570,High Risk
14571,Low Risk
14572,Medium Risk
14573,Medium Risk
14574,Low Risk
14575,Low Risk
14576,Medium Risk
14577,High Risk
14578,Low Risk
14579,Low Risk
14580,Low Risk
14581,Low Risk
14582,High Risk
14583,Medium Risk
14584,Medium Risk
14585,Medium Risk
14586,Medium Risk
14587,Medium Risk
14588,Medium Risk
14589,High Risk
14590,Low Risk
14591,Medium Risk
14592,Low Risk
14593,Low Risk
14594,Medium Risk
14595,Low Risk
14596,High Risk
14597,Medium Risk
14598,Medium Risk
14599,Medium Risk
14600,Low Risk
14601,High Risk
14602,Low Risk
14603,Medium Risk
14604,Medium Risk
14605,Medium Risk
14606,High Risk
14607,Medium Risk
14608,Low Risk
14609,Low Risk
14610,Medium Risk
14611,Low Risk
14612,Medium Risk
14613,Medium Risk
14614,Medium Risk
14615,High Risk
14616,Medium Risk
14617,Low Risk
14618,Low Risk
14619,Low Risk
14620,Medium Risk
14621,Low Risk
14622,Low Risk
14623,Low Risk
14624,High Risk
14625,Medium Risk
14626,Low Risk
14627,Low Risk
14628,Medium Risk
14629,Medium Risk
14630,Low Risk
14631,High Risk
14632,Low Risk
14633,Medium Risk
14634,High Risk
14635,Medium Risk
14636,Medium Risk
14637,Low Risk
14638,Medium Risk
14639,Medium Risk
14640,Low Risk
14641,Low Risk
14642,Medium Risk
14643,Medium Risk
14644,Medium Risk
14645,High Risk
14646,Low Risk
14647,High Risk
14648,Low Risk
14649,Medium Risk
14650,High Risk
14651,Medium Risk
14652,Low Risk
14653,High Risk
14654,Low Risk
14655,Low Risk
14656,Medium Risk
14657,Low Risk
14658,Low Risk
14659,Medium Risk
14660,Low Risk
14661,Medium Risk
14662,Low Risk
14663,Low Risk
14664,Low Risk
14665,Medium Risk
14666,Medium Risk
14667,Low Risk
14668,Medium Risk
14669,Low Risk
14670,Medium Risk
14671,Low Risk
14672,Medium Risk
14673,Low Risk
14674,Medium Risk
14675,Medium Risk
14676,Low Risk
14677,Medium Risk
14678,Medium Risk
14679,Low Risk
14680,Low Risk
14681,Medium Risk
14682,Low Risk
14683,High Risk
14684,Low Risk
14685,Low Risk
14686,Low Risk
14687,Low Risk
14688,Medium Risk
14689,Medium Risk
14690,Low Risk
14691,Medium Risk
14692,High Risk
14693,High Risk
14694,High Risk
14695,Low Risk
14696,High Risk
14697,Medium Risk
14698,High Risk
14699,Medium Risk
14700,Low Risk
14701,Low Risk
14702,Medium Risk
14703,Low Risk
14704,Medium Risk
14705,Low Risk
14706,Medium Risk
14707,High Risk
14708,High Risk
14709,High Risk
14710,Low Risk
14711,Low Risk
14712,Medium Risk
14713,Low Risk
14714,Low Risk
14715,Medium Risk
14716,Medium Risk
14717,Medium Risk
14718,Medium Risk
14719,High Risk
14720,Low Risk
14721,Medium Risk
14722,Low Risk
14723,High Risk
14724,Low Risk
14725,Medium Risk
14726,Medium Risk
14727,Medium Risk
14728,High Risk
14729,High Risk
14730,Low Risk
14731,Medium Risk
14732,Medium Risk
14733,Medium Risk
14734,Medium Risk
14735,Low Risk
14736,Low Risk
14737,Low Risk
14738,Low Risk
14739,High Risk
14740,Low Risk
14741,Medium Risk
14742,Low Risk
14743,Medium Risk
14744,Low Risk
14745,Medium Risk
14746,Low Risk
14747,Low Risk
14748,Medium Risk
14749,Low Risk
14750,Medium Risk
14751,Low Risk
14752,High Risk
14753,Low Risk
14754,Low Risk
14755,Low Risk
14756,Low Risk
14757,Medium Risk
14758,Medium Risk
14759,Low Risk
14760,Low Risk
14761,Medium Risk
14762,Medium Risk
14763,Medium Risk
14764,High Risk
14765,Low Risk
14766,Low Risk
14767,Low Risk
14768,Low Risk
14769,Medium Risk
14770,Medium Risk
14771,Low Risk
14772,Low Risk
14773,Medium Risk
14774,Medium Risk
14775,Low Risk
14776,Medium Risk
14777,Medium Risk
14778,Low Risk
14779,Medium Risk
14780,Medium Risk
14781,Low Risk
14782,Low Risk
14783,Medium Risk
14784,Low Risk
14785,Medium Risk
14786,Low Risk
14787,Medium Risk
14788,Low Risk
14789,High Risk
14790,Low Risk
14791,Low Risk
14792,Medium Risk
14793,Low Risk
14794,High Risk
14795,Low Risk
14796,Medium Risk
14797,High Risk
14798,Low Risk
14799,Low Risk
14800,Low Risk
14801,Low Risk
14802,Medium Risk
14803,Medium Risk
14804,Low Risk
14805,Medium Risk
14806,High Risk
14807,High Risk
14808,High Risk
14809,Low Risk
14810,High Risk
14811,High Risk
14812,Low Risk
14813,Medium Risk
14814,Medium Risk
14815,Low Risk
14816,Low Risk
14817,Medium Risk
14818,Low Risk
14819,Low Risk
14820,Medium Risk
14821,High Risk
14822,Medium Risk
14823,Low Risk
14824,Low Risk
14825,Medium Risk
14826,Low Risk
14827,Medium Risk
14828,Medium Risk
14829,Low Risk
14830,Medium Risk
14831,Medium Risk
14832,Low Risk
14833,Medium Risk
14834,High Risk
14835,Medium Risk
14836,Medium Risk
14837,Low Risk
14838,Medium Risk
14839,Low Risk
14840,Low Risk
14841,Medium Risk
14842,Low Risk
14843,High Risk
14844,Low Risk
14845,Low Risk
14846,Medium Risk
14847,Medium Risk
14848,Low Risk
14849,Medium Risk
14850,Low Risk
14851,Low Risk
14852,Low Risk
14853,Low Risk
14854,Medium Risk
14855,Low Risk
14856,Medium Risk
14857,Low Risk
14858,Medium Risk
14859,Medium Risk
14860,Low Risk
14861,High Risk
14862,High Risk
14863,Medium Risk
14864,Low Risk
14865,Medium Risk
14866,Medium Risk
14867,Medium Risk
14868,Medium Risk
14869,Low Risk
14870,Low Risk
14871,Medium Risk
14872,Low Risk
14873,Low Risk
14874,Medium Risk
14875,Low Risk
14876,Low Risk
14877,Low Risk
14878,Medium Risk
14879,Medium Risk
14880,Low Risk
14881,High Risk
14882,High Risk
14883,Medium Risk
14884,High Risk
14885,Low Risk
14886,Low Risk
14887,Medium Risk
14888,Medium Risk
14889,Medium Risk
14890,Low Risk
14891,Low Risk
14892,High Risk
14893,Medium Risk
14894,High Risk
14895,Medium Risk
14896,Medium Risk
14897,Medium Risk
14898,Medium Risk
14899,Low Risk
14900,Low Risk
14901,Medium Risk
14902,Low Risk
14903,Medium Risk
14904,Low Risk
14905,Low Risk
14906,Low Risk
14907,Medium Risk
14908,Medium Risk
14909,Medium Risk
14910,Medium Risk
14911,Low Risk
14912,Low Risk
14913,Medium Risk
14914,Low Risk
14915,High Risk
14916,Low Risk
14917,Low Risk
14918,Medium Risk
14919,Low Risk
14920,Low Risk
14921,Low Risk
14922,Medium Risk
14923,High Risk
14924,Medium Risk
14925,Medium Risk
14926,Medium Risk
14927,Low Risk
14928,Medium Risk
14929,Medium Risk
14930,Medium Risk
14931,Medium Risk
14932,Low Risk
14933,High Risk
14934,Low Risk
14935,Low Risk
14936,Low Risk
14937,Medium Risk
14938,Medium Risk
14939,Medium Risk
14940,Low Risk
14941,Medium Risk
14942,Medium Risk
14943,Medium Risk
14944,Medium Risk
14945,Low Risk
14946,High Risk
14947,Medium Risk
14948,Medium Risk
14949,Medium Risk
14950,Low Risk
14951,High Risk
14952,High Risk
14953,Medium Risk
14954,Low Risk
14955,High Risk
14956,Medium Risk
14957,Medium Risk
14958,Low Risk
14959,Low Risk
14960,Medium Risk
14961,Low Risk
14962,Medium Risk
14963,Medium Risk
14964,Medium Risk
14965,Low Risk
14966,Medium Risk
14967,Medium Risk
14968,High Risk
14969,Low Risk
14970,Low Risk
14971,Low Risk
14972,Medium Risk
14973,High Risk
14974,High Risk
14975,Medium Risk
14976,Low Risk
14977,High Risk
14978,Low Risk
14979,Low Risk
14980,Medium Risk
14981,High Risk
14982,Low Risk
14983,Low Risk
14984,Low Risk
14985,Low Risk
14986,Low Risk
14987,Medium Risk
14988,Medium Risk
14989,Medium Risk
14990,Low Risk
14991,Medium Risk
14992,Medium Risk
14993,Medium Risk
14994,Low Risk
14995,Low Risk
14996,Low Risk
14997,Medium Risk
14998,Medium Risk
14999,Medium Risk
15000,Medium Risk
15001,Low Risk
15002,Medium Risk
15003,Low Risk
15004,Low Risk
15005,Medium Risk
15006,Medium Risk
15007,Low Risk
15008,Medium Risk
15009,High Risk
15010,Medium Risk
15011,Medium Risk
15012,Medium Risk
15013,Low Risk
15014,High Risk
15015,Medium Risk
15016,High Risk
15017,High Risk
15018,Medium Risk
15019,High Risk
15020,Low Risk
15021,High Risk
15022,Low Risk
15023,High Risk
15024,Low Risk
15025,Medium Risk
15026,Medium Risk
15027,Low Risk
15028,Low Risk
15029,Low Risk
15030,Medium Risk
15031,High Risk
15032,Low Risk
15033,High Risk
15034,High Risk
15035,Medium Risk
15036,Low Risk
15037,Low Risk
15038,Medium Risk
15039,Low Risk
15040,Low Risk
15041,Low Risk
15042,Low Risk
15043,Medium Risk
15044,Medium Risk
15045,Low Risk
15046,Low Risk
15047,Medium Risk
15048,Low Risk
15049,Medium Risk
15050,Medium Risk
15051,Low Risk
15052,Low Risk
15053,Medium Risk
15054,Medium Risk
15055,Low Risk
15056,Medium Risk
15057,High Risk
15058,Low Risk
15059,Medium Risk
15060,Medium Risk
15061,Medium Risk
15062,Medium Risk
15063,High Risk
15064,Low Risk
15065,Low Risk
15066,Low Risk
15067,Medium Risk
15068,Low Risk
15069,Medium Risk
15070,Low Risk
15071,Medium Risk
15072,Medium Risk
15073,Medium Risk
15074,Medium Risk
15075,Medium Risk
15076,Low Risk
15077,High Risk
15078,Low Risk
15079,Low Risk
15080,Low Risk
15081,Medium Risk
15082,Medium Risk
15083,Medium Risk
15084,Low Risk
15085,Medium Risk
15086,Low Risk
15087,High Risk
15088,Medium Risk
15089,High Risk
15090,Medium Risk
15091,Low Risk
15092,Low Risk
15093,Low Risk
15094,Low Risk
15095,Medium Risk
15096,Low Risk
15097,Low Risk
15098,Medium Risk
15099,Low Risk
15100,Low Risk
15101,Medium Risk
15102,Low Risk
15103,Medium Risk
15104,Low Risk
15105,High Risk
15106,Low Risk
15107,Low Risk
15108,Low Risk
15109,Medium Risk
15110,Medium Risk
15111,High Risk
15112,High Risk
15113,Low Risk
15114,Medium Risk
15115,Medium Risk
15116,Medium Risk
15117,Medium Risk
15118,High Risk
15119,Medium Risk
15120,High Risk
15121,Medium Risk
15122,Medium Risk
15123,Low Risk
15124,Low Risk
15125,Medium Risk
15126,Medium Risk
15127,High Risk
15128,Medium Risk
15129,Medium Risk
15130,Medium Risk
15131,Low Risk
15132,Medium Risk
15133,Low Risk
15134,Medium Risk
15135,Medium Risk
15136,Low Risk
15137,Medium Risk
15138,Low Risk
15139,High Risk
15140,Medium Risk
15141,Medium Risk
15142,Low Risk
15143,Medium Risk
15144,Low Risk
15145,Low Risk
15146,Medium Risk
15147,Medium Risk
15148,Low Risk
15149,Low Risk
15150,Medium Risk
15151,Medium Risk
15152,High Risk
15153,Medium Risk
15154,Medium Risk
15155,Medium Risk
15156,Medium Risk
15157,Medium Risk
15158,High Risk
15159,Medium Risk
15160,High Risk
15161,Medium Risk
15162,Medium Risk
15163,Low Risk
15164,Medium Risk
15165,Medium Risk
15166,Medium Risk
15167,Low Risk
15168,Medium Risk
15169,Medium Risk
15170,High Risk
15171,Low Risk
15172,Low Risk
15173,Medium Risk
15174,Medium Risk
15175,High Risk
15176,Low Risk
15177,Medium Risk
15178,Medium Risk
15179,Low Risk
15180,Medium Risk
15181,Medium Risk
15182,Medium Risk
15183,Low Risk
15184,Low Risk
15185,High Risk
15186,High Risk
15187,Low Risk
15188,Medium Risk
15189,Low Risk
15190,Medium Risk
15191,High Risk
15192,Medium Risk
15193,Medium Risk
15194,High Risk
15195,Medium Risk
15196,Low Risk
15197,Medium Risk
15198,Medium Risk
15199,Medium Risk
15200,Medium Risk
15201,Medium Risk
15202,High Risk
15203,Medium Risk
15204,Low Risk
15205,Low Risk
15206,Medium Risk
15207,Medium Risk
15208,Medium Risk
15209,Medium Risk
15210,High Risk
15211,Low Risk
15212,Medium Risk
15213,Medium Risk
15214,Low Risk
15215,Medium Risk
15216,Low Risk
15217,Low Risk
15218,Medium Risk
15219,Medium Risk
15220,Medium Risk
15221,Medium Risk
15222,Low Risk
15223,Medium Risk
15224,Medium Risk
15225,Medium Risk
15226,High Risk
15227,High Risk
15228,Low Risk
15229,High Risk
15230,Low Risk
15231,Medium Risk
15232,High Risk
15233,Low Risk
15234,High Risk
15235,Medium Risk
15236,Medium Risk
15237,High Risk
15238,Low Risk
15239,Low Risk
15240,Medium Risk
15241,Medium Risk
15242,Medium Risk
15243,Medium Risk
15244,Low Risk
15245,High Risk
15246,Low Risk
15247,Medium Risk
15248,Medium Risk
15249,Low Risk
15250,Low Risk
15251,Medium Risk
15252,High Risk
15253,Low Risk
15254,Low Risk
15255,Medium Risk
15256,Low Risk
15257,Low Risk
15258,Low Risk
15259,Medium Risk
15260,Medium Risk
15261,Low Risk
15262,Low Risk
15263,Medium Risk
15264,Medium Risk
15265,Medium Risk
15266,Medium Risk
15267,Low Risk
15268,High Risk
15269,Medium Risk
15270,Low Risk
15271,Low Risk
15272,Medium Risk
15273,Low Risk
15274,Low Risk
15275,Medium Risk
15276,Medium Risk
15277,Low Risk
15278,Low Risk
15279,Low Risk
15280,High Risk
15281,Medium Risk
15282,Low Risk
15283,Medium Risk
15284,Low Risk
15285,Low Risk
15286,Low Risk
15287,Low Risk
15288,High Risk
15289,Low Risk
15290,Medium Risk
15291,Medium Risk
15292,Medium Risk
15293,Low Risk
15294,Low Risk
15295,Low Risk
15296,High Risk
15297,Medium Risk
15298,Low Risk
15299,Medium Risk
15300,Low Risk
15301,High Risk
15302,Medium Risk
15303,Low Risk
15304,Medium Risk
15305,Medium Risk
15306,Medium Risk
15307,High Risk
15308,Medium Risk
15309,High Risk
15310,Medium Risk
15311,Medium Risk
15312,Medium Risk
15313,Low Risk
15314,Low Risk
15315,Medium Risk
15316,Medium Risk
15317,Medium Risk
15318,Low Risk
15319,Medium Risk
15320,Low Risk
15321,Low Risk
15322,Low Risk
15323,Low Risk
15324,Low Risk
15325,Low Risk
15326,Low Risk
15327,Low Risk
15328,Medium Risk
15329,Medium Risk
15330,Low Risk
15331,Medium Risk
15332,Medium Risk
15333,Low Risk
15334,Low Risk
15335,Low Risk
15336,Low Risk
15337,Low Risk
15338,Low Risk
15339,Medium Risk
15340,Medium Risk
15341,Medium Risk
15342,Medium Risk
15343,Medium Risk
15344,Low Risk
15345,Medium Risk
15346,Low Risk
15347,Medium Risk
15348,Medium Risk
15349,Low Risk
15350,Low Risk
15351,High Risk
15352,High Risk
15353,Medium Risk
15354,High Risk
15355,Low Risk
15356,Low Risk
15357,Medium Risk
15358,Medium Risk
15359,Medium Risk
15360,Medium Risk
15361,Medium Risk
15362,Low Risk
15363,Medium Risk
15364,Low Risk
15365,Low Risk
15366,Medium Risk
15367,Low Risk
15368,High Risk
15369,Medium Risk
15370,Medium Risk
15371,Low Risk
15372,Medium Risk
15373,Low Risk
15374,Low Risk
15375,Low Risk
15376,Medium Risk
15377,Low Risk
15378,Low Risk
15379,Low Risk
15380,Low Risk
15381,Low Risk
15382,Low Risk
15383,Medium Risk
15384,High Risk
15385,Low Risk
15386,Medium Risk
15387,Low Risk
15388,Medium Risk
15389,Medium Risk
15390,Low Risk
15391,Low Risk
15392,Low Risk
15393,Medium Risk
15394,Low Risk
15395,Medium Risk
15396,Medium Risk
15397,Medium Risk
15398,Medium Risk
15399,Low Risk
15400,Low Risk
15401,High Risk
15402,Low Risk
15403,Medium Risk
15404,Medium Risk
15405,Low Risk
15406,Low Risk
15407,High Risk
15408,Low Risk
15409,Medium Risk
15410,High Risk
15411,Medium Risk
15412,Low Risk
15413,Medium Risk
15414,Low Risk
15415,Low Risk
15416,Low Risk
15417,Medium Risk
15418,Medium Risk
15419,Low Risk
15420,Medium Risk
15421,Low Risk
15422,Medium Risk
15423,Medium Risk
15424,Medium Risk
15425,High Risk
15426,Low Risk
15427,Low Risk
15428,High Risk
15429,Medium Risk
15430,Medium Risk
15431,Medium Risk
15432,Medium Risk
15433,Medium Risk
15434,Low Risk
15435,Medium Risk
15436,Medium Risk
15437,Medium Risk
15438,Low Risk
15439,Medium Risk
15440,Medium Risk
15441,Medium Risk
15442,Low Risk
15443,Low Risk
15444,High Risk
15445,Medium Risk
15446,High Risk
15447,Medium Risk
15448,Medium Risk
15449,Low Risk
15450,Low Risk
15451,Medium Risk
15452,Low Risk
15453,Medium Risk
15454,Medium Risk
15455,High Risk
15456,Medium Risk
15457,Low Risk
15458,Medium Risk
15459,Low Risk
15460,Medium Risk
15461,Medium Risk
15462,Medium Risk
15463,Low Risk
15464,Low Risk
15465,Low Risk
15466,Medium Risk
15467,Medium Risk
15468,Low Risk
15469,Low Risk
15470,High Risk
15471,Medium Risk
15472,Low Risk
15473,Low Risk
15474,Low Risk
15475,Low Risk
15476,High Risk
15477,Medium Risk
15478,Medium Risk
15479,Low Risk
15480,Low Risk
15481,Medium Risk
15482,Low Risk
15483,Medium Risk
15484,Low Risk
15485,Medium Risk
15486,Low Risk
15487,Low Risk
15488,Medium Risk
15489,Medium Risk
15490,High Risk
15491,Medium Risk
15492,Medium Risk
15493,Medium Risk
15494,Low Risk
15495,Medium Risk
15496,High Risk
15497,Medium Risk
15498,High Risk
15499,Medium Risk
15500,Medium Risk
15501,High Risk
15502,Medium Risk
15503,Medium Risk
15504,Low Risk
15505,Low Risk
15506,High Risk
15507,Medium Risk
15508,Low Risk
15509,Low Risk
15510,Low Risk
15511,Low Risk
15512,Low Risk
15513,High Risk
15514,Medium Risk
15515,Low Risk
15516,Low Risk
15517,Medium Risk
15518,High Risk
15519,Low Risk
15520,Medium Risk
15521,Low Risk
15522,Medium Risk
15523,Medium Risk
15524,Low Risk
15525,Medium Risk
15526,Medium Risk
15527,Medium Risk
15528,Medium Risk
15529,High Risk
15530,Low Risk
15531,Medium Risk
15532,Medium Risk
15533,Medium Risk
15534,Low Risk
15535,Low Risk
15536,Low Risk
15537,High Risk
15538,Medium Risk
15539,Medium Risk
15540,Low Risk
15541,Medium Risk
15542,Low Risk
15543,Medium Risk
15544,Medium Risk
15545,Medium Risk
15546,Medium Risk
15547,Low Risk
15548,Low Risk
15549,Low Risk
15550,Low Risk
15551,High Risk
15552,Low Risk
15553,Low Risk
15554,Low Risk
15555,Low Risk
15556,High Risk
15557,Low Risk
15558,Low Risk
15559,High Risk
15560,Medium Risk
15561,Medium Risk
15562,Medium Risk
15563,Low Risk
15564,High Risk
15565,Medium Risk
15566,Medium Risk
15567,Medium Risk
15568,Medium Risk
15569,Medium Risk
15570,Low Risk
15571,High Risk
15572,Low Risk
15573,Low Risk
15574,Medium Risk
15575,Medium Risk
15576,Medium Risk
15577,Low Risk
15578,Low Risk
15579,High Risk
15580,Low Risk
15581,High Risk
15582,High Risk
15583,Medium Risk
15584,High Risk
15585,Low Risk
15586,High Risk
15587,Medium Risk
15588,Medium Risk
15589,Low Risk
15590,Low Risk
15591,Medium Risk
15592,Low Risk
15593,Medium Risk
15594,High Risk
15595,Medium Risk
15596,Low Risk
15597,High Risk
15598,Medium Risk
15599,Medium Risk
15600,Medium Risk
15601,Low Risk
15602,Medium Risk
15603,High Risk
15604,Low Risk
15605,Low Risk
15606,Low Risk
15607,Medium Risk
15608,Low Risk
15609,Low Risk
15610,Low Risk
15611,Medium Risk
15612,Low Risk
15613,Low Risk
15614,High Risk
15615,High Risk
15616,Medium Risk
15617,Low Risk
15618,Low Risk
15619,Low Risk
15620,Low Risk
15621,Low Risk
15622,Low Risk
15623,Low Risk
15624,Medium Risk
15625,Medium Risk
15626,Medium Risk
15627,Medium Risk
15628,Low Risk
15629,Medium Risk
15630,Medium Risk
15631,Low Risk
15632,Low Risk
15633,Medium Risk
15634,Low Risk
15635,Low Risk
15636,Low Risk
15637,Medium Risk
15638,Low Risk
15639,Medium Risk
15640,Medium Risk
15641,Low Risk
15642,Medium Risk
15643,Low Risk
15644,Low Risk
15645,Medium Risk
15646,Medium Risk
15647,Low Risk
15648,Low Risk
15649,Medium Risk
15650,Low Risk
15651,Low Risk
15652,High Risk
15653,Medium Risk
15654,Low Risk
15655,Low Risk
15656,Medium Risk
15657,Low Risk
15658,Low Risk
15659,Medium Risk
15660,Low Risk
15661,Medium Risk
15662,Low Risk
15663,Medium Risk
15664,Medium Risk
15665,Medium Risk
15666,Low Risk
15667,High Risk
15668,Medium Risk
15669,Low Risk
15670,Low Risk
15671,Medium Risk
15672,Medium Risk
15673,High Risk
15674,Medium Risk
15675,High Risk
15676,Medium Risk
15677,Medium Risk
15678,High Risk
15679,Low Risk
15680,Low Risk
15681,Low Risk
15682,Medium Risk
15683,Low Risk
15684,Medium Risk
15685,Low Risk
15686,Medium Risk
15687,Medium Risk
15688,Medium Risk
15689,Low Risk
15690,Low Risk
15691,Medium Risk
15692,Medium Risk
15693,Low Risk
15694,Medium Risk
15695,Medium Risk
15696,Low Risk
15697,Medium Risk
15698,Low Risk
15699,Low Risk
15700,High Risk
15701,Medium Risk
15702,Low Risk
15703,Medium Risk
15704,Medium Risk
15705,Medium Risk
15706,Medium Risk
15707,Low Risk
15708,Medium Risk
15709,Low Risk
15710,Low Risk
15711,Medium Risk
15712,Low Risk
15713,Low Risk
15714,Medium Risk
15715,Low Risk
15716,Low Risk
15717,Low Risk
15718,Low Risk
15719,Medium Risk
15720,Medium Risk
15721,Low Risk
15722,Medium Risk
15723,Medium Risk
15724,Medium Risk
15725,Medium Risk
15726,Medium Risk
15727,Medium Risk
15728,Medium Risk
15729,Medium Risk
15730,Medium Risk
15731,Low Risk
15732,Low Risk
15733,Medium Risk
15734,Medium Risk
15735,Medium Risk
15736,Medium Risk
15737,Medium Risk
15738,Low Risk
15739,Medium Risk
15740,Low Risk
15741,High Risk
15742,Low Risk
15743,Medium Risk
15744,Low Risk
15745,High Risk
15746,Low Risk
15747,Medium Risk
15748,Medium Risk
15749,Medium Risk
15750,Medium Risk
15751,Medium Risk
15752,Medium Risk
15753,High Risk
15754,Medium Risk
15755,Low Risk
15756,Medium Risk
15757,Medium Risk
15758,High Risk
15759,Medium Risk
15760,High Risk
15761,High Risk
15762,Low Risk
15763,High Risk
15764,High Risk
15765,Low Risk
15766,High Risk
15767,High Risk
15768,Medium Risk
15769,Medium Risk
15770,Low Risk
15771,Medium Risk
15772,Medium Risk
15773,High Risk
15774,Medium Risk
15775,High Risk
15776,Low Risk
15777,Medium Risk
15778,High Risk
15779,High Risk
15780,Low Risk
15781,Medium Risk
15782,Low Risk
15783,Medium Risk
15784,Medium Risk
15785,Medium Risk
15786,Low Risk
15787,Medium Risk
15788,High Risk
15789,High Risk
15790,Low Risk
15791,Medium Risk
15792,Medium Risk
15793,Medium Risk
15794,Medium Risk
15795,Medium Risk
15796,Medium Risk
15797,Medium Risk
15798,Medium Risk
15799,Medium Risk
15800,Medium Risk
15801,Medium Risk
15802,Low Risk
15803,High Risk
15804,Medium Risk
15805,Medium Risk
15806,Medium Risk
15807,Medium Risk
15808,Medium Risk
15809,High Risk
15810,Low Risk
15811,Medium Risk
15812,Medium Risk
15813,Low Risk
15814,Low Risk
15815,Medium Risk
15816,Medium Risk
15817,Low Risk
15818,Medium Risk
15819,Low Risk
15820,Medium Risk
15821,Medium Risk
15822,Low Risk
15823,Medium Risk
15824,Medium Risk
15825,High Risk
15826,Medium Risk
15827,High Risk
15828,Medium Risk
15829,Low Risk
15830,Medium Risk
15831,Low Risk
15832,High Risk
15833,Medium Risk
15834,Low Risk
15835,Medium Risk
15836,Medium Risk
15837,Medium Risk
15838,Low Risk
15839,Low Risk
15840,Medium Risk
15841,Low Risk
15842,Low Risk
15843,High Risk
15844,High Risk
15845,Low Risk
15846,Low Risk
15847,Low Risk
15848,Medium Risk
15849,High Risk
15850,Medium Risk
15851,High Risk
15852,Medium Risk
15853,Medium Risk
15854,High Risk
15855,Medium Risk
15856,High Risk
15857,High Risk
15858,Low Risk
15859,Medium Risk
15860,Medium Risk
15861,Low Risk
15862,High Risk
15863,High Risk
15864,Medium Risk
15865,Medium Risk
15866,Medium Risk
15867,Medium Risk
15868,High Risk
15869,Low Risk
15870,Medium Risk
15871,Medium Risk
15872,High Risk
15873,Medium Risk
15874,Medium Risk
15875,Low Risk
15876,Medium Risk
15877,Low Risk
15878,Low Risk
15879,Medium Risk
15880,Low Risk
15881,Low Risk
15882,Low Risk
15883,Low Risk
15884,Medium Risk
15885,Medium Risk
15886,High Risk
15887,Medium Risk
15888,Low Risk
15889,High Risk
15890,Medium Risk
15891,Medium Risk
15892,Medium Risk
15893,Low Risk
15894,Medium Risk
15895,Medium Risk
15896,High Risk
15897,Medium Risk
15898,Medium Risk
15899,High Risk
15900,Low Risk
15901,Medium Risk
15902,Medium Risk
15903,High Risk
15904,Medium Risk
15905,Low Risk
15906,Low Risk
15907,Medium Risk
15908,High Risk
15909,Medium Risk
15910,High Risk
15911,Low Risk
15912,Low Risk
15913,Medium Risk
15914,Low Risk
15915,Low Risk
15916,Medium Risk
15917,Low Risk
15918,Medium Risk
15919,Medium Risk
15920,Medium Risk
15921,Low Risk
15922,Medium Risk
15923,High Risk
15924,Low Risk
15925,High Risk
15926,Low Risk
15927,Low Risk
15928,Low Risk
15929,Medium Risk
15930,High Risk
15931,Low Risk
15932,Medium Risk
15933,Medium Risk
15934,Medium Risk
15935,Low Risk
15936,High Risk
15937,Low Risk
15938,High Risk
15939,Low Risk
15940,High Risk
15941,Low Risk
15942,High Risk
15943,Medium Risk
15944,Medium Risk
15945,Medium Risk
15946,Low Risk
15947,Low Risk
15948,High Risk
15949,Medium Risk
15950,Medium Risk
15951,High Risk
15952,Low Risk
15953,Low Risk
15954,Medium Risk
15955,High Risk
15956,Low Risk
15957,Low Risk
15958,High Risk
15959,Low Risk
15960,High Risk
15961,Medium Risk
15962,Low Risk
15963,Medium Risk
15964,Medium Risk
15965,High Risk
15966,Medium Risk
15967,Medium Risk
15968,Medium Risk
15969,Medium Risk
15970,High Risk
15971,Low Risk
15972,Medium Risk
15973,High Risk
15974,Medium Risk
15975,Medium Risk
15976,Medium Risk
15977,Medium Risk
15978,Medium Risk
15979,Medium Risk
15980,Medium Risk
15981,High Risk
15982,Medium Risk
15983,Medium Risk
15984,High Risk
15985,Medium Risk
15986,Medium Risk
15987,Low Risk
15988,High Risk
15989,Low Risk
15990,Medium Risk
15991,Medium Risk
15992,High Risk
15993,Low Risk
15994,Low Risk
15995,Medium Risk
15996,Medium Risk
15997,Medium Risk
15998,Medium Risk
15999,Medium Risk
16000,Medium Risk
16001,High Risk
16002,Medium Risk
16003,High Risk
16004,Medium Risk
16005,Low Risk
16006,Low Risk
16007,Medium Risk
16008,High Risk
16009,Low Risk
16010,Medium Risk
16011,Low Risk
16012,Low Risk
16013,Medium Risk
